transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
7,2023-11-20,06:24:00,38,Male,46,Clothing,2,25,13.25,50
119,2023-11-21,09:11:00,127,Female,60,Clothing,3,50,27.5,150
278,2023-11-22,11:42:00,71,Female,37,Clothing,4,25,13.5,100
1007,2023-11-23,10:09:00,15,Male,46,Clothing,2,25,11.5,50
1119,2023-11-24,09:36:00,1,Female,60,Clothing,3,50,25.5,150
1278,2023-11-25,06:19:00,28,Female,37,Clothing,4,25,6.75,100
117,2023-11-26,11:38:00,8,Male,19,Electronics,2,500,230,1000
1117,2023-11-27,07:48:00,144,Male,19,Electronics,2,500,210,1000
442,2023-11-28,11:07:00,24,Female,60,Clothing,4,25,13.25,100
590,2023-11-29,11:52:00,151,Male,36,Clothing,3,300,135,900
607,2023-11-30,09:33:00,109,Male,54,Clothing,3,25,13.25,75
1442,2023-12-01,11:02:00,96,Female,60,Clothing,4,25,11.25,100
1590,2023-12-02,09:39:00,142,Male,36,Clothing,3,300,147,900
1607,2023-12-03,10:18:00,53,Male,54,Clothing,3,25,7.75,75
436,2023-12-04,11:54:00,21,Female,57,Clothing,4,30,13.5,120
942,2023-12-05,09:22:00,35,Male,51,Clothing,3,500,160,1500
1436,2023-12-06,11:29:00,1,Female,57,Clothing,4,30,9.9,120
1942,2023-12-07,11:53:00,112,Male,51,Clothing,3,500,265,1500
659,2023-12-08,06:08:00,75,Female,39,Electronics,1,30,8.1,30
941,2023-12-09,09:58:00,39,Female,57,Clothing,2,25,6.5,50
1659,2023-12-10,09:29:00,22,Female,39,Electronics,1,30,9,30
1941,2023-12-11,06:14:00,48,Female,57,Clothing,2,25,12,50
136,2023-12-12,08:59:00,25,Male,44,Electronics,2,300,141,600
175,2023-12-13,10:02:00,23,Female,31,Electronics,4,25,12.5,100
663,2023-12-14,06:32:00,133,Male,23,Clothing,4,300,87,1200
748,2023-12-15,09:35:00,132,Male,25,Clothing,3,50,24,150
806,2023-12-16,08:08:00,14,Female,35,Beauty,3,300,165,900
1136,2023-12-17,08:41:00,93,Male,44,Electronics,2,300,81,600
1175,2023-12-18,06:38:00,103,Female,31,Electronics,4,25,11.5,100
1663,2023-12-19,07:04:00,33,Male,23,Clothing,4,300,81,1200
1748,2023-12-20,10:24:00,119,Male,25,Clothing,3,50,15.5,150
1806,2023-12-21,10:13:00,61,Female,35,Beauty,3,300,102,900
38,2023-12-22,11:39:00,147,Male,38,Beauty,4,50,26,200
313,2023-12-23,10:03:00,11,Female,55,Beauty,3,500,140,1500
402,2023-12-24,08:45:00,63,Female,41,Clothing,2,300,135,600
459,2023-12-25,07:12:00,122,Male,28,Clothing,4,300,75,1200
1038,2023-12-26,09:09:00,11,Male,38,Beauty,4,50,20.5,200
1313,2023-12-27,09:22:00,10,Female,55,Beauty,3,500,170,1500
1402,2023-12-28,06:47:00,110,Female,41,Clothing,2,300,156,600
1459,2023-12-29,06:46:00,13,Male,28,Clothing,4,300,144,1200
161,2023-12-30,06:58:00,104,Male,64,Beauty,2,500,195,1000
328,2023-12-31,06:56:00,9,Male,39,Beauty,2,50,27,100
383,2024-01-01,08:53:00,64,Female,46,Beauty,3,30,7.8,90
973,2024-01-02,08:44:00,51,Male,60,Clothing,1,50,13,50
978,2024-01-03,09:58:00,16,Female,53,Clothing,3,50,19,150
1161,2024-01-04,11:06:00,30,Male,64,Beauty,2,500,160,1000
1328,2024-01-05,07:49:00,60,Male,39,Beauty,2,50,24.5,100
1383,2024-01-06,09:13:00,68,Female,46,Beauty,3,30,14.1,90
1973,2024-01-07,10:10:00,22,Male,60,Clothing,1,50,21.5,50
1978,2024-01-08,11:59:00,41,Female,53,Clothing,3,50,15.5,150
33,2024-01-09,07:40:00,33,Female,50,Electronics,2,50,21,100
138,2024-01-10,10:56:00,127,Male,49,Clothing,4,50,26.5,200
471,2024-01-11,10:21:00,136,Male,32,Clothing,3,50,13,150
636,2024-01-12,06:15:00,60,Female,21,Beauty,3,500,230,1500
1033,2024-01-13,06:52:00,32,Female,50,Electronics,2,50,19,100
1138,2024-01-14,11:59:00,27,Male,49,Clothing,4,50,14.5,200
1471,2024-01-15,10:34:00,30,Male,32,Clothing,3,50,13,150
1636,2024-01-16,11:26:00,50,Female,21,Beauty,3,500,150,1500
177,2024-01-17,08:40:00,30,Male,45,Beauty,2,50,26.5,100
426,2024-01-18,08:11:00,137,Male,23,Electronics,3,50,12.5,150
1177,2024-01-19,09:19:00,89,Male,45,Beauty,2,50,15,100
1426,2024-01-20,11:32:00,114,Male,23,Electronics,3,50,25,150
76,2024-01-21,07:33:00,70,Female,22,Electronics,2,50,14.5,100
91,2024-01-22,06:31:00,152,Female,55,Electronics,1,500,235,500
461,2024-01-23,10:33:00,21,Female,18,Beauty,2,500,265,1000
764,2024-01-24,08:46:00,47,Female,40,Clothing,1,25,11.25,25
1076,2024-01-25,11:09:00,99,Female,22,Electronics,2,50,15,100
1091,2024-01-26,08:46:00,139,Female,55,Electronics,1,500,235,500
1461,2024-01-27,08:43:00,63,Female,18,Beauty,2,500,180,1000
1764,2024-01-28,11:04:00,13,Female,40,Clothing,1,25,11.75,25
202,2024-01-29,06:24:00,61,Female,34,Clothing,4,300,120,1200
301,2024-01-30,10:58:00,104,Male,30,Clothing,4,30,9.6,120
703,2024-01-31,09:56:00,140,Male,34,Electronics,2,50,18.5,100
1202,2024-02-01,06:56:00,89,Female,34,Clothing,4,300,144,1200
1301,2024-02-02,09:58:00,70,Male,30,Clothing,4,30,10.5,120
1703,2024-02-03,08:36:00,2,Male,34,Electronics,2,50,17,100
294,2024-02-04,09:24:00,89,Female,23,Clothing,3,30,15.3,90
760,2024-02-05,07:59:00,14,Male,27,Beauty,1,500,125,500
1294,2024-02-06,11:24:00,8,Female,23,Clothing,3,30,10.5,90
1760,2024-02-07,07:26:00,44,Male,27,Beauty,1,500,230,500
575,2024-02-08,10:29:00,14,Male,60,Clothing,2,50,23,100
1575,2024-02-09,11:54:00,26,Male,60,Clothing,2,50,22.5,100
88,2024-02-10,08:31:00,122,Male,56,Clothing,1,500,185,500
1088,2024-02-11,07:00:00,6,Male,56,Clothing,1,500,155,500
975,2024-02-12,07:41:00,145,Female,56,Clothing,4,50,19.5,200
1975,2024-02-13,10:48:00,63,Female,56,Clothing,4,50,25.5,200
553,2024-02-14,06:17:00,106,Male,24,Clothing,4,300,81,1200
1553,2024-02-15,08:46:00,42,Male,24,Clothing,4,300,99,1200
462,2024-02-16,10:04:00,71,Male,63,Electronics,4,300,132,1200
614,2024-02-17,06:28:00,61,Female,39,Beauty,4,300,120,1200
808,2024-02-18,07:18:00,30,Male,33,Beauty,4,500,195,2000
1462,2024-02-19,10:42:00,124,Male,63,Electronics,4,300,114,1200
1614,2024-02-20,11:37:00,135,Female,39,Beauty,4,300,105,1200
1808,2024-02-21,10:48:00,109,Male,33,Beauty,4,500,210,2000
166,2024-02-22,11:42:00,32,Male,34,Clothing,4,500,225,2000
465,2024-02-23,11:52:00,40,Female,43,Electronics,3,50,15.5,150
502,2024-02-24,11:00:00,31,Male,43,Electronics,3,50,22.5,150
905,2024-02-25,06:27:00,96,Male,58,Beauty,1,300,111,300
1166,2024-02-26,07:45:00,65,Male,34,Clothing,4,500,245,2000
1465,2024-02-27,09:36:00,131,Female,43,Electronics,3,50,26,150
1502,2024-02-28,08:30:00,152,Male,43,Electronics,3,50,18,150
1905,2024-02-29,06:07:00,26,Male,58,Beauty,1,300,102,300
280,2024-03-01,09:35:00,76,Female,37,Clothing,3,500,240,1500
719,2024-03-02,07:19:00,37,Female,42,Clothing,2,30,12,60
834,2024-03-03,06:55:00,13,Female,56,Beauty,2,30,14.7,60
1280,2024-03-04,09:15:00,116,Female,37,Clothing,3,500,255,1500
1719,2024-03-05,07:29:00,4,Female,42,Clothing,2,30,10.8,60
1834,2024-03-06,06:53:00,102,Female,56,Beauty,2,30,12.9,60
891,2024-03-07,06:43:00,24,Male,41,Electronics,3,300,99,900
928,2024-03-08,10:20:00,54,Female,35,Clothing,4,300,90,1200
1891,2024-03-09,06:11:00,81,Male,41,Electronics,3,300,105,900
1928,2024-03-10,06:39:00,93,Female,35,Clothing,4,300,75,1200
332,2024-03-11,11:28:00,138,Male,58,Electronics,4,300,105,1200
1332,2024-03-12,10:02:00,146,Male,58,Electronics,4,300,123,1200
255,2024-03-13,11:44:00,19,Male,48,Clothing,1,30,14.7,30
275,2024-03-14,11:34:00,2,Male,43,Clothing,2,500,260,1000
314,2024-03-15,07:37:00,1,Male,52,Clothing,4,30,7.8,120
517,2024-03-16,08:54:00,3,Female,47,Clothing,4,25,9.25,100
847,2024-03-17,08:42:00,2,Female,18,Electronics,4,300,162,1200
1255,2024-03-18,07:08:00,4,Male,48,Clothing,1,30,7.8,30
1275,2024-03-19,08:48:00,5,Male,43,Clothing,2,500,250,1000
1314,2024-03-20,10:26:00,2,Male,52,Clothing,4,30,16.2,120
1517,2024-03-21,08:46:00,2,Female,47,Clothing,4,25,6.75,100
1847,2024-03-22,07:14:00,5,Female,18,Electronics,4,300,123,1200
61,2024-03-23,11:47:00,4,Male,21,Beauty,4,50,20,200
274,2024-03-24,07:12:00,4,Female,23,Clothing,2,500,150,1000
486,2024-03-25,09:47:00,4,Female,35,Electronics,1,25,6.5,25
548,2024-03-26,07:00:00,4,Female,51,Clothing,2,30,15.6,60
886,2024-03-27,11:25:00,4,Male,37,Electronics,3,300,165,900
892,2024-03-28,11:39:00,1,Male,20,Electronics,1,50,24,50
1061,2024-03-29,07:56:00,3,Male,21,Beauty,4,50,12.5,200
1274,2024-03-30,09:01:00,2,Female,23,Clothing,2,500,185,1000
1486,2024-03-31,08:58:00,4,Female,35,Electronics,1,25,8.75,25
1548,2024-04-01,08:15:00,1,Female,51,Clothing,2,30,12.6,60
1886,2024-04-02,11:51:00,1,Male,37,Electronics,3,300,147,900
1892,2024-04-03,07:22:00,3,Male,20,Electronics,1,50,23.5,50
601,2024-04-04,09:23:00,5,Male,19,Clothing,1,30,13.2,30
901,2024-04-05,06:38:00,2,Male,31,Electronics,1,30,12,30
1601,2024-04-06,11:48:00,1,Male,19,Clothing,1,30,13.5,30
1901,2024-04-07,11:05:00,4,Male,31,Electronics,1,30,8.4,30
527,2024-04-08,11:35:00,1,Male,57,Clothing,2,25,11.5,50
1527,2024-04-09,08:30:00,1,Male,57,Clothing,2,25,11.75,50
23,2024-04-10,07:05:00,4,Female,35,Clothing,4,30,14.7,120
174,2024-04-11,06:07:00,2,Female,39,Beauty,1,300,126,300
589,2024-04-12,07:11:00,5,Female,36,Beauty,2,500,145,1000
774,2024-04-13,09:04:00,2,Female,40,Clothing,2,25,6.5,50
1000,2024-04-14,10:22:00,1,Male,47,Electronics,4,30,8.4,120
1023,2024-04-15,08:40:00,5,Female,35,Clothing,4,30,8.1,120
1174,2024-04-16,06:55:00,2,Female,39,Beauty,1,300,132,300
1589,2024-04-17,06:30:00,5,Female,36,Beauty,2,500,145,1000
1774,2024-04-18,06:48:00,2,Female,40,Clothing,2,25,8,50
2000,2024-04-19,06:38:00,4,Male,47,Electronics,4,30,10.8,120
210,2024-04-20,08:50:00,2,Male,37,Electronics,4,50,19,200
478,2024-04-21,11:13:00,3,Female,58,Clothing,2,30,8.1,60
745,2024-04-22,07:30:00,3,Male,54,Beauty,2,50,17,100
1210,2024-04-23,10:02:00,5,Male,37,Electronics,4,50,12.5,200
1478,2024-04-24,09:18:00,1,Female,58,Clothing,2,30,13.5,60
1745,2024-04-25,10:38:00,4,Male,54,Beauty,2,50,21,100
354,2024-04-26,07:58:00,5,Female,49,Beauty,4,50,24.5,200
408,2024-04-27,08:18:00,4,Female,64,Beauty,1,500,140,500
1354,2024-04-28,09:34:00,5,Female,49,Beauty,4,50,26.5,200
1408,2024-04-29,08:17:00,2,Female,64,Beauty,1,500,250,500
674,2024-04-30,11:10:00,2,Female,38,Clothing,1,300,84,300
1674,2024-05-01,09:21:00,1,Female,38,Clothing,1,300,123,300
967,2024-05-02,10:13:00,4,Male,62,Beauty,1,25,13.25,25
1967,2024-05-03,08:28:00,4,Male,62,Beauty,1,25,12.25,25
79,2024-05-04,10:15:00,1,Male,34,Beauty,1,300,96,300
406,2024-05-05,11:50:00,3,Female,22,Beauty,4,25,11,100
450,2024-05-06,06:35:00,2,Female,59,Beauty,2,25,11,50
562,2024-05-07,09:26:00,3,Male,54,Electronics,2,25,7.25,50
1079,2024-05-08,06:45:00,1,Male,34,Beauty,1,300,117,300
1406,2024-05-09,08:45:00,2,Female,22,Beauty,4,25,10,100
1450,2024-05-10,08:52:00,1,Female,59,Beauty,2,25,10.25,50
1562,2024-05-11,10:21:00,5,Male,54,Electronics,2,25,12.75,50
108,2024-05-12,09:38:00,5,Female,27,Beauty,3,25,13.5,75
111,2024-05-13,09:45:00,5,Female,34,Electronics,3,500,130,1500
207,2024-05-14,08:34:00,3,Female,42,Beauty,2,25,10.25,50
724,2024-05-15,06:56:00,3,Male,61,Clothing,3,50,20,150
836,2024-05-16,06:32:00,2,Female,22,Clothing,1,50,27.5,50
969,2024-05-17,11:47:00,2,Female,40,Clothing,3,300,84,900
1108,2024-05-18,10:27:00,1,Female,27,Beauty,3,25,10,75
1111,2024-05-19,21:34:00,2,Female,34,Electronics,3,500,185,1500
1207,2024-05-20,21:48:00,3,Female,42,Beauty,2,25,10,50
1724,2024-05-21,20:53:00,4,Male,61,Clothing,3,50,17,150
1836,2024-05-22,17:19:00,3,Female,22,Clothing,1,50,23.5,50
1969,2024-05-23,19:34:00,4,Female,40,Clothing,3,300,126,900
246,2024-05-24,20:05:00,4,Female,48,Electronics,2,25,13.25,50
298,2024-05-25,19:05:00,3,Male,27,Beauty,4,300,84,1200
374,2024-05-26,17:45:00,4,Female,59,Beauty,3,25,7.75,75
572,2024-05-27,18:33:00,5,Male,31,Clothing,4,500,185,2000
665,2024-05-28,22:49:00,1,Male,57,Clothing,1,50,19,50
1246,2024-05-29,22:54:00,3,Female,48,Electronics,2,25,11.5,50
1298,2024-05-30,19:51:00,1,Male,27,Beauty,4,300,120,1200
1374,2024-05-31,22:03:00,3,Female,59,Beauty,3,25,8.25,75
1572,2024-06-01,22:20:00,1,Male,31,Clothing,4,500,175,2000
1665,2024-06-02,19:38:00,4,Male,57,Clothing,1,50,14,50
39,2024-06-03,22:44:00,5,Male,23,Clothing,4,30,8.7,120
893,2024-06-04,18:52:00,1,Male,49,Electronics,1,50,17,50
1039,2024-06-05,20:01:00,1,Male,23,Clothing,4,30,13.8,120
1893,2024-06-06,17:04:00,3,Male,49,Electronics,1,50,22.5,50
17,2024-06-07,21:08:00,3,Female,27,Clothing,4,25,13,100
316,2024-06-08,17:25:00,3,Female,48,Clothing,2,25,13.75,50
755,2024-06-09,20:07:00,1,Female,58,Clothing,3,25,6.75,75
1017,2024-06-10,18:41:00,2,Female,27,Clothing,4,25,12,100
1316,2024-06-11,17:11:00,1,Female,48,Clothing,2,25,11.75,50
1755,2024-06-12,21:47:00,2,Female,58,Clothing,3,25,8,75
28,2024-06-13,22:34:00,3,Female,43,Beauty,1,500,150,500
98,2024-06-14,19:41:00,1,Female,55,Beauty,2,50,19.5,100
129,2024-06-15,17:42:00,1,Female,21,Beauty,2,300,75,600
230,2024-06-16,17:44:00,5,Male,54,Beauty,1,25,12.5,25
613,2024-06-17,17:23:00,2,Female,52,Clothing,3,30,11.4,90
691,2024-06-18,21:09:00,5,Female,51,Clothing,3,30,14.7,90
693,2024-06-19,17:12:00,1,Male,41,Beauty,3,500,270,1500
1028,2024-06-20,18:09:00,1,Female,43,Beauty,1,500,250,500
1098,2024-06-21,22:34:00,3,Female,55,Beauty,2,50,19.5,100
1129,2024-06-22,21:46:00,1,Female,21,Beauty,2,300,156,600
1230,2024-06-23,21:24:00,1,Male,54,Beauty,1,25,13.25,25
1613,2024-06-24,21:58:00,4,Female,52,Clothing,3,30,9.9,90
1691,2024-06-25,20:01:00,1,Female,51,Clothing,3,30,13.5,90
1693,2024-06-26,18:21:00,1,Male,41,Beauty,3,500,130,1500
477,2024-06-27,17:24:00,3,Male,43,Clothing,4,30,16.2,120
863,2024-06-28,22:40:00,4,Female,30,Electronics,2,25,11.25,50
1477,2024-06-29,21:59:00,3,Male,43,Clothing,4,30,15.6,120
1863,2024-06-30,22:33:00,4,Female,30,Electronics,2,25,10,50
6,2024-07-01,22:16:00,2,Female,45,Beauty,1,30,15,30
483,2024-07-02,17:25:00,2,Male,55,Clothing,1,30,8.4,30
738,2024-07-03,18:24:00,5,Male,41,Clothing,2,50,26,100
1006,2024-07-04,19:23:00,2,Female,45,Beauty,1,30,14.1,30
1483,2024-07-05,19:53:00,1,Male,55,Clothing,1,30,8.7,30
1738,2024-07-06,21:33:00,1,Male,41,Clothing,2,50,16,100
222,2024-07-07,18:56:00,4,Male,51,Clothing,4,30,10.5,120
588,2024-07-08,17:54:00,5,Male,38,Electronics,2,30,13.8,60
953,2024-07-09,17:58:00,1,Male,45,Beauty,3,30,12.6,90
1222,2024-07-10,18:15:00,3,Male,51,Clothing,4,30,11.1,120
1588,2024-07-11,21:29:00,4,Male,38,Electronics,2,30,13.2,60
1953,2024-07-12,17:34:00,3,Male,45,Beauty,3,30,10.2,90
66,2024-07-13,22:49:00,3,Female,45,Electronics,1,30,9,30
482,2024-07-14,18:57:00,3,Female,28,Clothing,4,300,141,1200
903,2024-07-15,22:14:00,3,Female,51,Beauty,4,50,14,200
1066,2024-07-16,18:11:00,4,Female,45,Electronics,1,30,8.4,30
1482,2024-07-17,22:22:00,1,Female,28,Clothing,4,300,114,1200
1903,2024-07-18,21:44:00,5,Female,51,Beauty,4,50,19,200
102,2024-07-19,21:34:00,5,Female,47,Beauty,2,25,7.25,50
228,2024-07-20,20:26:00,4,Female,59,Electronics,2,30,10.8,60
236,2024-07-21,22:18:00,5,Female,54,Clothing,1,25,6.5,25
1102,2024-07-22,18:04:00,5,Female,47,Beauty,2,25,6.5,50
1228,2024-07-23,21:37:00,5,Female,59,Electronics,2,30,11.4,60
1236,2024-07-24,18:19:00,4,Female,54,Clothing,1,25,8.75,25
660,2024-07-25,18:46:00,2,Female,38,Beauty,2,500,270,1000
884,2024-07-26,20:31:00,1,Female,26,Clothing,2,30,7.5,60
987,2024-07-27,18:45:00,1,Female,30,Clothing,3,300,165,900
1660,2024-07-28,20:27:00,2,Female,38,Beauty,2,500,160,1000
1884,2024-07-29,21:45:00,2,Female,26,Clothing,2,30,11.4,60
1987,2024-07-30,18:18:00,2,Female,30,Clothing,3,300,129,900
18,2024-07-31,19:13:00,5,Female,47,Electronics,2,25,12.5,50
69,2024-08-01,22:44:00,1,Female,56,Beauty,3,25,8.5,75
995,2024-08-02,22:38:00,4,Female,41,Clothing,1,30,9.9,30
1018,2024-08-03,19:13:00,4,Female,47,Electronics,2,25,13,50
1069,2024-08-04,19:05:00,2,Female,56,Beauty,3,25,6.75,75
1995,2024-08-05,22:18:00,5,Female,41,Clothing,1,30,14.7,30
337,2024-08-06,17:56:00,1,Male,38,Clothing,1,500,275,500
585,2024-08-07,21:49:00,3,Female,24,Clothing,1,25,13.75,25
652,2024-08-08,17:05:00,4,Female,34,Beauty,2,50,20.5,100
1337,2024-08-09,19:56:00,2,Male,38,Clothing,1,500,225,500
1585,2024-08-10,20:00:00,2,Female,24,Clothing,1,25,7.25,25
1652,2024-08-11,20:00:00,2,Female,34,Beauty,2,50,20.5,100
242,2024-08-12,18:28:00,1,Male,21,Clothing,1,25,8,25
293,2024-08-13,19:04:00,4,Male,50,Electronics,3,30,9.6,90
460,2024-08-14,23:00:00,2,Male,40,Beauty,1,50,19,50
1242,2024-08-15,18:32:00,5,Male,21,Clothing,1,25,11.25,25
1293,2024-08-16,18:52:00,3,Male,50,Electronics,3,30,14.1,90
1460,2024-08-17,19:42:00,4,Male,40,Beauty,1,50,22,50
188,2024-08-18,18:50:00,3,Male,40,Clothing,3,25,8.5,75
357,2024-08-19,18:57:00,4,Female,40,Electronics,3,25,7.5,75
646,2024-08-20,21:02:00,3,Male,38,Clothing,3,30,13.5,90
749,2024-08-21,20:33:00,2,Male,42,Beauty,1,30,8.4,30
974,2024-08-22,18:39:00,3,Male,47,Beauty,1,30,11.7,30
1188,2024-08-23,22:43:00,2,Male,40,Clothing,3,25,10.75,75
1357,2024-08-24,19:14:00,3,Female,40,Electronics,3,25,11.5,75
1646,2024-08-25,19:43:00,1,Male,38,Clothing,3,30,15.6,90
1749,2024-08-26,19:55:00,2,Male,42,Beauty,1,30,9,30
1974,2024-08-27,20:20:00,3,Male,47,Beauty,1,30,12.9,30
190,2024-08-28,17:56:00,2,Female,60,Beauty,3,30,10.5,90
849,2024-08-29,19:33:00,5,Male,32,Clothing,2,25,12.5,50
853,2024-08-30,22:29:00,3,Male,21,Beauty,2,500,155,1000
1190,2024-08-31,21:00:00,4,Female,60,Beauty,3,30,10.8,90
1849,2024-09-01,22:42:00,1,Male,32,Clothing,2,25,12,50
1853,2024-09-02,18:39:00,2,Male,21,Beauty,2,500,190,1000
252,2024-09-03,17:37:00,1,Male,54,Electronics,1,300,84,300
606,2024-09-04,20:19:00,2,Male,22,Electronics,1,50,19.5,50
779,2024-09-05,19:19:00,3,Female,56,Electronics,2,500,155,1000
824,2024-09-06,19:10:00,3,Male,63,Clothing,4,30,9.3,120
866,2024-09-07,18:16:00,4,Male,24,Electronics,1,50,22.5,50
1252,2024-09-08,20:18:00,5,Male,54,Electronics,1,300,117,300
1606,2024-09-09,19:52:00,2,Male,22,Electronics,1,50,26.5,50
1779,2024-09-10,19:45:00,3,Female,56,Electronics,2,500,190,1000
1824,2024-09-11,20:19:00,4,Male,63,Clothing,4,30,12.6,120
1866,2024-09-12,22:38:00,5,Male,24,Electronics,1,50,20,50
5,2024-09-13,22:10:00,3,Male,30,Beauty,2,50,24,100
90,2024-09-14,17:53:00,3,Female,51,Electronics,1,30,13.5,30
380,2024-09-15,22:26:00,2,Male,56,Electronics,2,300,102,600
593,2024-09-16,22:05:00,2,Male,35,Electronics,2,30,13.2,60
820,2024-09-17,22:49:00,1,Male,49,Electronics,4,50,24,200
1005,2024-09-18,20:38:00,2,Male,30,Beauty,2,50,17.5,100
1090,2024-09-19,19:54:00,4,Female,51,Electronics,1,30,7.5,30
1380,2024-09-20,19:45:00,3,Male,56,Electronics,2,300,159,600
1593,2024-09-21,22:39:00,5,Male,35,Electronics,2,30,14.4,60
1820,2024-09-22,21:31:00,1,Male,49,Electronics,4,50,22,200
120,2024-09-23,19:35:00,4,Male,60,Beauty,1,50,12.5,50
221,2024-09-24,21:01:00,3,Male,39,Beauty,2,300,111,600
341,2024-09-25,17:06:00,5,Male,31,Clothing,4,50,18.5,200
640,2024-09-26,20:05:00,3,Female,51,Electronics,4,30,12.6,120
744,2024-09-27,18:02:00,1,Male,40,Electronics,1,25,6.5,25
1120,2024-09-28,19:32:00,4,Male,60,Beauty,1,50,26.5,50
1221,2024-09-29,22:57:00,5,Male,39,Beauty,2,300,114,600
1341,2024-09-30,22:10:00,1,Male,31,Clothing,4,50,21,200
1640,2024-10-01,19:44:00,5,Female,51,Electronics,4,30,14.1,120
1744,2024-10-02,21:49:00,4,Male,40,Electronics,1,25,8.75,25
273,2024-10-03,20:24:00,1,Female,22,Beauty,1,50,14.5,50
283,2024-10-04,20:08:00,3,Female,18,Electronics,1,500,165,500
452,2024-10-05,22:41:00,4,Female,48,Clothing,3,500,240,1500
469,2024-10-06,19:24:00,4,Male,18,Beauty,3,25,8.75,75
620,2024-10-07,20:59:00,4,Male,63,Electronics,3,25,7,75
946,2024-10-08,20:15:00,2,Male,62,Electronics,4,500,235,2000
1273,2024-10-09,20:39:00,1,Female,22,Beauty,1,50,25.5,50
1283,2024-10-10,20:15:00,1,Female,18,Electronics,1,500,130,500
1452,2024-10-11,17:41:00,3,Female,48,Clothing,3,500,185,1500
1469,2024-10-12,17:22:00,3,Male,18,Beauty,3,25,12.5,75
1620,2024-10-13,22:48:00,5,Male,63,Electronics,3,25,7.75,75
1946,2024-10-14,20:48:00,5,Male,62,Electronics,4,500,165,2000
148,2024-10-15,20:39:00,5,Male,18,Clothing,2,30,9.9,60
414,2024-10-16,19:40:00,1,Male,48,Beauty,4,25,9.75,100
883,2024-10-17,20:43:00,5,Male,40,Electronics,1,500,245,500
1148,2024-10-18,22:04:00,2,Male,18,Clothing,2,30,10.8,60
1414,2024-10-19,21:28:00,4,Male,48,Beauty,4,25,11.25,100
1883,2024-10-20,17:54:00,3,Male,40,Electronics,1,500,200,500
731,2024-10-21,18:49:00,1,Male,54,Clothing,4,500,165,2000
930,2024-10-22,17:54:00,1,Male,54,Clothing,4,50,26,200
1731,2024-10-23,17:41:00,3,Male,54,Clothing,4,500,195,2000
1930,2024-10-24,19:58:00,5,Male,54,Clothing,4,50,13,200
518,2024-10-25,17:01:00,2,Female,40,Clothing,1,30,16.2,30
1518,2024-10-26,20:03:00,3,Female,40,Clothing,1,30,12.6,30
758,2024-10-27,18:30:00,1,Male,64,Clothing,4,25,6.75,100
1758,2024-10-28,18:19:00,3,Male,64,Clothing,4,25,7.5,100
639,2024-10-29,19:47:00,4,Female,62,Beauty,4,50,26.5,200
838,2024-10-30,21:20:00,1,Male,47,Electronics,2,300,153,600
1639,2024-10-31,18:13:00,5,Female,62,Beauty,4,50,24,200
1838,2024-11-01,17:06:00,4,Male,47,Electronics,2,300,102,600
353,2024-11-02,21:35:00,5,Male,31,Electronics,1,500,270,500
501,2024-11-03,20:21:00,2,Male,39,Electronics,2,30,9,60
721,2024-11-04,17:10:00,5,Female,52,Clothing,1,500,145,500
1353,2024-11-05,21:59:00,3,Male,31,Electronics,1,500,235,500
1501,2024-11-06,18:00:00,1,Male,39,Electronics,2,30,13.5,60
1721,2024-11-07,22:42:00,3,Female,52,Clothing,1,500,215,500
123,2024-11-08,19:00:00,3,Female,40,Electronics,2,30,11.7,60
164,2024-11-09,18:26:00,3,Female,47,Beauty,3,500,185,1500
425,2024-11-10,18:28:00,2,Female,55,Electronics,4,30,15.6,120
1123,2024-11-11,21:04:00,1,Female,40,Electronics,2,30,10.8,60
1164,2024-11-12,20:53:00,1,Female,47,Beauty,3,500,245,1500
1425,2024-11-13,22:15:00,1,Female,55,Electronics,4,30,10.2,120
48,2024-11-14,17:34:00,2,Male,54,Electronics,3,300,123,900
118,2024-11-15,20:07:00,3,Female,30,Electronics,4,500,270,2000
203,2024-11-16,21:33:00,4,Male,56,Clothing,2,500,175,1000
305,2024-11-17,22:09:00,4,Female,18,Beauty,1,30,14.4,30
358,2024-11-18,18:32:00,4,Female,32,Beauty,1,300,132,300
376,2024-11-19,18:21:00,4,Female,64,Beauty,1,30,12,30
398,2024-11-20,21:17:00,5,Female,48,Clothing,2,300,114,600
411,2024-11-21,20:04:00,3,Male,62,Electronics,4,50,24.5,200
504,2024-11-22,18:07:00,4,Female,38,Beauty,3,50,22,150
970,2024-11-23,18:13:00,2,Male,59,Electronics,4,500,220,2000
996,2024-11-24,17:38:00,2,Male,62,Clothing,1,50,13.5,50
1048,2024-11-25,19:14:00,3,Male,54,Electronics,3,300,93,900
1118,2024-11-26,17:24:00,1,Female,30,Electronics,4,500,170,2000
1203,2024-11-27,18:36:00,2,Male,56,Clothing,2,500,145,1000
1305,2024-11-28,18:24:00,5,Female,18,Beauty,1,30,7.8,30
1358,2024-11-29,21:40:00,5,Female,32,Beauty,1,300,156,300
1376,2024-11-30,19:49:00,3,Female,64,Beauty,1,30,9.9,30
1398,2024-12-01,17:20:00,1,Female,48,Clothing,2,300,120,600
1411,2024-12-02,20:27:00,1,Male,62,Electronics,4,50,26,200
1504,2024-12-03,17:01:00,4,Female,38,Beauty,3,50,25.5,150
